Cumulative_Positive_Degree_Days,Cumulative_Snowfall_mwe,Hypsometric_Index,Area,Zmed,Slope,Aspect,Mean_Annual_Air_Temp_Range,Mean_Annual_Precipitation_Max
0.2648172361592439,0.2506569780272735,0.24663332164940865,0.34403795643718627,0.26760887504734854,0.051614983989508256,0.0805577072696273,0.20702709714428458,0.02888661648072599
0.27218370221737176,0.23827761658663016,0.23757028922606171,0.34034979880453786,0.2736739745050598,0.05521177103694086,0.08301189410615628,0.19826298327597136,0.030498435527827494
0.2569351065171852,0.2465503743504135,0.2447055690016795,0.3241259028439728,0.2931287406158919,0.04895136630325292,0.08330661677801632,0.16985004465532483,0.02943061499413313
0.25739330033209384,0.23424142601183318,0.23642017697160966,0.32827786780846235,0.2939660094590132,0.04945854287515039,0.09003930943925698,0.18088502439940712,0.02933864422361787
0.26401353929719695,0.2358088993802946,0.23965590920870505,0.3308394138223122,0.2811551729790923,0.05304895754123973,0.07667955938061,0.19335965185711435,0.031248701863891504
0.2575591883927265,0.23897837856975368,0.23224713003785225,0.3461102909107564,0.300001971477062,0.04764531871505395,0.07820318817356009,0.19618672630996115,0.032095890890849854
0.2670205560048047,0.2425123973021407,0.24730397533262305,0.32216456078464695,0.29263991270286127,0.053673477270441805,0.0849908783034391,0.18401438599844866,0.02552787388430744
0.26347746528905225,0.24494039473531337,0.22169665619476153,0.3612994554336856,0.29359256594390304,0.05257946949055292,0.07829688638388521,0.1875013327932621,0.031101069568618578
0.2637645135082729,0.24846120768165225,0.24914235889196645,0.3387752260468605,0.2955392613043101,0.050522656153135226,0.07542242942216149,0.2021154136897899,0.032067331584229586
0.26894725320478685,0.24004327301502448,0.23024510508299156,0.33862024258080203,0.2719447661652049,0.05527950304983609,0.08299660664731678,0.1864267140632202,0.030654675527699182
0.25455273942616286,0.23006237298832544,0.2521156812228388,0.34997019077228664,0.2810906168719587,0.0553168675292236,0.08079838152602548,0.19614828326985212,0.03116379866641894
0.28289189317406604,0.2374296145730328,0.2347776155157567,0.3361254618694399,0.2853677570328438,0.04787516495620636,0.07958102010345947,0.18022157211442025,0.030864985658744293
0.2820259312910115,0.2366883007453532,0.2245970698881764,0.31104403962192506,0.3003400156242221,0.049452343278566735,0.09089282675290977,0.17282560760402654,0.030687384376385074
0.2660443802739473,0.24495885948842988,0.23683019739054545,0.36605360614660265,0.27707377824424595,0.052602140053387814,0.07913860710594467,0.18315486485380206,0.029117451970506303
0.2622835805168581,0.24440467531671195,0.2606320143794517,0.33308351913163736,0.26642706404064775,0.04901867154695194,0.08929998910879033,0.17803322831663126,0.02971094231531668
0.26282583623897604,0.23968266961853102,0.23693387436508473,0.32106099816121436,0.27304971750272844,0.05467872677201535,0.08028817930025844,0.19724069771305885,0.029542356025440752
0.28078041735004133,0.24360614240945944,0.24880651961157496,0.3614586165027084,0.28284058783521326,0.052030286430899686,0.08241296650325214,0.20635392354277748,0.02827166289522387
0.2699397452025285,0.22797727705047877,0.24181432160689698,0.3404604944743008,0.2701355924674509,0.056444081648904576,0.07714155489381425,0.19468662153485516,0.027202733821754976
0.26094989754941744,0.2619913000481402,0.24827438621861597,0.33363515071356076,0.3094587447346244,0.04856175290182574,0.07989030488705418,0.1693149782693676,0.02916574434053454
0.2423465495349233,0.2452067983464904,0.22685983814622424,0.343367585584884,0.2665343153835037,0.05411786126448037,0.08073324224384959,0.18508320461607652,0.029682393070774693
0.2639071165754211,0.24243598432532398,0.2553976191789882,0.34159015849746677,0.2793975960116377,0.05317786762569565,0.07642897783106684,0.19602090353916746,0.028593017038313184
0.2571360223500505,0.222276341339258,0.2617164308302007,0.31476073185250886,0.2801499649913869,0.051437052140306805,0.08064814951531118,0.19713766285443934,0.030138701164779236
0.26614710166613476,0.22354496813260794,0.2577228461719733,0.3535982234736308,0.2683578282419198,0.05083560409007004,0.0867731984228981,0.19992349564333256,0.03151177028636287
0.26823274023684707,0.22483448029436348,0.22811953077431735,0.34418752361482285,0.2827905187166325,0.04309324066206599,0.08274026009907309,0.18508018682754035,0.03021289333828625
0.25728706335230933,0.24030911618372996,0.25650247117808644,0.3592805353270164,0.26932429965013194,0.04997653681070213,0.07976573175347212,0.18481910813299807,0.030457431849712724
0.2584513162743528,0.2394467153762393,0.21973443634397416,0.3534935260949622,0.28573299157954646,0.05711609809128959,0.0864844522633651,0.19691425878036528,0.0309136257778172
0.261540692677931,0.24058558861846524,0.23748275212549752,0.3382402978769852,0.2724859109434933,0.0508318637831886,0.08959743698918432,0.18504728205107102,0.03025427778423162
0.25844173789733693,0.24781311738735967,0.25855397085478493,0.36179550856973075,0.28677441509918034,0.054630498366076474,0.08090978561171214,0.19868200720089157,0.030395152121332925
0.2652396134196786,0.2286395810945281,0.2539151618273262,0.3345160908246826,0.2782199869919788,0.055750579928734,0.08614491022637927,0.18049547124593446,0.029331695900287613
0.2696458416037072,0.23689147752374973,0.25075723993134214,0.33019863896608015,0.2704691064187309,0.04899722380794291,0.08210929055733662,0.17549042708471907,0.0305561178597773
0.25345756200869407,0.24627593948360904,0.2359422872252327,0.3364458872682238,0.2918487167932945,0.05558576005036342,0.08818423285806976,0.20333995829511842,0.030481485362872984
0.2782598082416895,0.2349708243399975,0.23823911772492312,0.3341073508201601,0.280364771812985,0.048621105259103015,0.07786167086493334,0.17813963892109996,0.030222665559642703
0.26638518947410095,0.24366573082616705,0.23461109622828547,0.3303641613728442,0.2887228080412968,0.04860544570931313,0.08449876651693777,0.19028022505760067,0.030523857566276624
0.27128828275665684,0.2231500320718819,0.23889187658976896,0.33122791813318775,0.2758088776117382,0.0512814354671568,0.07036961368801009,0.19486019909077024,0.029279457920860397
0.25546521199701255,0.23925208305142343,0.2519649004390432,0.33055292515183166,0.2742175466507929,0.05474542176355779,0.07852464874894471,0.19406388854958012,0.02931117406004391
0.269317289852966,0.24518013656717508,0.26092521653511314,0.3318376165730301,0.2725913208367825,0.049157722488466726,0.08895076482982245,0.1921430162571639,0.0296596275865042
0.2548772031311334,0.2491455856055963,0.22952000468754818,0.34813111444295486,0.27958375713326034,0.053164796811268955,0.08672695810301334,0.19332280451916695,0.030889456075177235
0.25515420429390334,0.2448585197743557,0.22505153439554781,0.3311384327160085,0.26844890572100255,0.04760135325824755,0.08249913822328658,0.1897070263061541,0.03099543001131766
0.26661872823088495,0.2356317446679369,0.22670064516891297,0.32928405789476534,0.2839652100494977,0.051204245014887184,0.08244192583868737,0.17642870976716418,0.03175494592495287
0.26221501825308813,0.2451236689613946,0.24864147257650981,0.3234864827554679,0.30284660426324905,0.05379545219217163,0.08788729259167505,0.20069989371801678,0.03250808380040682
0.26446989602086723,0.25098582420631566,0.24182628091625735,0.34809895458821283,0.2965544553727745,0.05376630695634399,0.08296259514676652,0.172170268868852,0.02970997742112924
0.2650461291038908,0.22748481834334344,0.2411357351776845,0.33493944353705085,0.2873787034313724,0.047921822368656386,0.08724097898095062,0.17944757095440567,0.029620476039072696
0.270282639088281,0.24421752765607663,0.23499404478993802,0.3473042477459719,0.29335670942460923,0.049640420150450115,0.08138627037358159,0.18742467619948677,0.02945511292792924
0.26978836479221957,0.2507638042546496,0.2339597812734745,0.32927192491583035,0.2692525699862228,0.04621194505610349,0.08732053489036462,0.1829300888225901,0.030042014363860003
0.2645007371940522,0.24060454091594063,0.2545211411031275,0.3356041038637082,0.27390194757039,0.050554164548109015,0.08193641992520662,0.1980103585566696,0.03039779528993347
0.27787239903498206,0.23739298835555134,0.22362790069307303,0.33023807566220786,0.2947951564852368,0.04772828713169297,0.08367268805989625,0.18291352268882954,0.03049147589962964
0.26734417921089804,0.2514263565372482,0.24906618458362162,0.30956646364689455,0.2992382318336865,0.05811669725771207,0.08067836695786601,0.20624820781015185,0.03359233759599689
0.2637779335895315,0.2389502423886708,0.23382821559344158,0.3435256662534999,0.28652543608791814,0.051428294790924034,0.0783422219642973,0.2052103209638575,0.031783918756429164
0.26031727803049187,0.2529805594602027,0.24587170664545643,0.3208448525361324,0.28407192584519303,0.04629661075402014,0.08352759460315473,0.19426453986595005,0.03224011526552184
0.2750029631433809,0.22677815997662443,0.24433347946374784,0.344512533883626,0.27299081892394106,0.05589408735387302,0.07942202872955806,0.20268629200021038,0.03056484322595332
0.27058503086161545,0.23228287305318374,0.2503703393521022,0.33585430548243866,0.28046185815097624,0.048316397572476855,0.08096478729664103,0.20233476744295542,0.031344211472753125
0.25581126239545415,0.23256921869135072,0.2538323795396269,0.34372967079362315,0.27168661044777054,0.048893928382337304,0.07936813990152325,0.1903921056883776,0.02872621947820453
0.2569312977001216,0.23191877271020533,0.260769550983344,0.35946494963314113,0.28700999549340844,0.05293705434278728,0.07794478415365902,0.2086900192089126,0.030256676652561043
0.26720591074009914,0.2539908836666145,0.24369752267910194,0.34253014871970244,0.28297657350940375,0.0526627919289675,0.07466834747716378,0.18970776300963033,0.03013073679067091
0.2663726518822461,0.2525466397407484,0.25200166268229085,0.3392213602250892,0.27904312892967165,0.05355392304208728,0.08255750389924676,0.21151385314293647,0.027995799612062888
0.25908580090830535,0.2460259201122913,0.249341323301025,0.34409797645450724,0.27805455101462917,0.05263897331547018,0.08151614156491716,0.18617083270734636,0.028626182941944855
0.26862360362755033,0.23648001020082676,0.24425139855631883,0.3552628964974006,0.2980825567776515,0.052860473956523824,0.08530082477537748,0.18179675334138146,0.028572733694069208
0.260141392268863,0.23136007538422487,0.24329467366449442,0.3125718642199399,0.2773969590321371,0.056601790043827926,0.08321415730913273,0.19475093641259023,0.029207316566751906
0.26489018324135716,0.24486140007779067,0.23588563317553912,0.34820605740398836,0.29142092037979117,0.04640612771338637,0.08489381835293186,0.1991924729373309,0.028892203328770516
0.25512203228281705,0.23320976041889685,0.2370349526685963,0.3361929853405725,0.27128396305302493,0.05514725462557324,0.07595111044841385,0.20346670560270763,0.030012958714873417
0.25308385595702576,0.24687705380635194,0.23939369765546226,0.3356620463011333,0.2890719631522055,0.04889001220175482,0.0791619825215063,0.18641456369224718,0.028800005636383075
0.2751298130170531,0.24147791581996636,0.24904948736047594,0.3739687839265028,0.2751255753448706,0.053575287031846885,0.08721625712915926,0.20354130811538307,0.030509877154702436
0.26866617676272475,0.23863267690573198,0.23461130809587416,0.347341813761853,0.27035728712092133,0.04799423420207516,0.0882987558755749,0.19609032938238236,0.029362494697504737
0.26847583796759933,0.2404473990574586,0.23250847887585568,0.3493254309835967,0.2947583217987537,0.05152888764927677,0.07324377927466741,0.18846918567388848,0.02825473421559821
0.26849641715694905,0.2541936281085292,0.23010286997751306,0.3310968660264165,0.2786463431113556,0.057161433785899995,0.08544048483454691,0.2091390121090545,0.028942846318684157
0.25892571438542855,0.234947266055336,0.25044213557029094,0.35044657047558336,0.2645010360554735,0.05097880136720789,0.08608787024810427,0.20722803320471705,0.031797176634607904
0.2454661553803773,0.22268976282133435,0.24059207538823624,0.36617287591379377,0.2725080691323404,0.05291538779012628,0.08433587676660359,0.19713008958763345,0.029390004104387746
