Cumulative_Positive_Degree_Days,Cumulative_Snowfall_mwe,Hypsometric_Index,Area,Zmed,Slope,Aspect,Mean_Annual_Air_Temp_Range,Mean_Annual_Precipitation_Max
0.27636136368990394,0.24368245425856372,0.2505759171749323,0.33507391278095755,0.27302185981352933,0.05111140833283434,0.08333379012968356,0.18644426788720414,0.03168515483754342
0.2625406120133277,0.23671350107947198,0.25992268262234053,0.324376991320778,0.27745373031121867,0.0519580347746148,0.08218793633233101,0.18544018007065743,0.03120774587867392
0.25355669730586006,0.23894653367767316,0.25647942116532585,0.326263203298513,0.3038189473425834,0.05242033744042751,0.0815911631309626,0.18152138544834806,0.031944095984192455
0.26107878922214844,0.2289459312644767,0.2541611419716474,0.3349964759741657,0.26549383262110815,0.05223154482944681,0.0853764129354797,0.17734762947615723,0.028372292944101152
0.2785932155910318,0.24244249641888305,0.24254170306819922,0.34725677635117214,0.3163248698028741,0.050650115973649656,0.08524352740553864,0.19929093158144073,0.029974118469040856
0.2684635475386461,0.23888909267865144,0.22786879442266506,0.3359508093933866,0.28255323127187326,0.05017906571678066,0.07903867982715529,0.18456293661611167,0.028076005634904533
0.2471880647042627,0.24510688959663784,0.24423407794994956,0.38074239043302727,0.28709842820205767,0.05656569546926771,0.09089057602614292,0.1862312566553045,0.029643875210116244
0.24714277550026653,0.22753957573206063,0.23616133575357046,0.3200141856008628,0.26293739460777776,0.05339164292404375,0.08426521340682258,0.19889928345089136,0.02976461662168539
0.24831457134892598,0.23912997010483672,0.24243351687254744,0.35634199437731096,0.27080747304023334,0.05163046800463722,0.07674564079161228,0.1997547217776786,0.029182929711774275
0.2657775226854494,0.23337569097889999,0.22131960288231056,0.3417494704963462,0.264066906531211,0.051062793728905875,0.08510662075761066,0.1962693618551984,0.029969301349208832
0.26446851977804575,0.24379440070168334,0.24271273631174584,0.3504461068044421,0.2940692163977304,0.055603480027622165,0.08737330139198496,0.18996579959623106,0.03156593651241013
0.2624864068274321,0.23244063140006777,0.2275165485334768,0.36668121475119386,0.27359359134465067,0.05036025611489503,0.07920840552622377,0.1914255740740104,0.029234150652838964
0.25924719806677554,0.24146887099301806,0.24829544306778262,0.35194004373032584,0.26754563968103395,0.0501264440364072,0.07505266661816834,0.19967878252464788,0.03167546655063669
0.26855705614758774,0.22013404051602425,0.24461939917697617,0.347835147089801,0.29503481547179045,0.049517533462263175,0.0838643547400234,0.20276483616340724,0.02916185332761878
0.2491145762162611,0.24918630743526704,0.23498048835769392,0.33614724102334936,0.28435873565626324,0.053085662279599544,0.0835831770820934,0.18981072634931306,0.028369996772312
0.2608406963252339,0.23230031630729253,0.2453261091426393,0.354717396258285,0.28028183366593085,0.051331144238085935,0.07900640582378671,0.1834123818263843,0.030692981827795562
0.2786630295831939,0.2433678194737593,0.22980258709259704,0.34595806993611056,0.2880468213713292,0.05406953840415529,0.081785222793199,0.199880275616917,0.030961982099068197
0.2649796427461636,0.23646882305026462,0.2558741225254906,0.3393409450129711,0.27671010340926194,0.04632520727909517,0.08321684226949089,0.19232444407789007,0.029438166492371853
0.27194699073843054,0.24339285334149985,0.23091497298912267,0.339991802238525,0.30396880898812195,0.05554945123268129,0.08569940831630718,0.18923610495264298,0.032310504075137136
0.24864881181896947,0.24475815958100877,0.24552903316543373,0.34019050471595025,0.2648010377547615,0.05347945291660372,0.0866504024760677,0.21097741616402566,0.030258630511340256
0.25325877189206725,0.23784285592791932,0.24734500270579218,0.31189237382414536,0.28707920856425506,0.04920107007169083,0.07864774818213116,0.19204516192998444,0.03086981906040709
0.26014030932679677,0.22767399851316794,0.23865262961681732,0.33371799743595665,0.2911640915900995,0.05436546023066291,0.08112339436688265,0.17677603176124368,0.0289012044079211
0.254233909050228,0.22610801594762175,0.2403045812331508,0.34592055856799464,0.25860040250717575,0.05254702813571044,0.08043762686129952,0.18925036800613426,0.02878410327166847
0.27650483880300947,0.2342875609851479,0.261810331052025,0.324809265730153,0.2782870372652019,0.04599204516661526,0.07786943195981666,0.18195644491014018,0.029149718957843018
0.2532588394575003,0.23823903747103103,0.23677572381419776,0.32751998853421027,0.2943508668659559,0.04848237396020372,0.09024047604525876,0.19996208124829618,0.03152602974455787
0.2733689762482333,0.2467764219438896,0.23182092066202864,0.3265545534347626,0.27637681919609114,0.052003858378522616,0.08349969253126555,0.1969104943348008,0.033134440696674816
0.26240269063849053,0.26463289744381635,0.24782936100558384,0.3200096612154262,0.2936530131445624,0.05396287550849865,0.07674854056967406,0.17834404400775805,0.0288401737120495
0.2559562678842545,0.24601622128655898,0.2548591551113625,0.3304709529557218,0.28189446841963706,0.052966229432091394,0.08138706190884537,0.1994222451569908,0.030198472707855806
0.2504029502961399,0.22581569918327304,0.2510842692835761,0.3474183800728142,0.3026292542063903,0.04638970582530866,0.07993032639234243,0.19387380879977933,0.029663270379485573
0.26707391590319196,0.2412970884510005,0.2410682473255258,0.3409147752716576,0.28356663109306635,0.05061226086954418,0.08690868503866744,0.19824189875370146,0.029686686473296198
0.26705141934915766,0.23701756766755822,0.237690968083638,0.32830024359095555,0.2816379464331009,0.04797478486907014,0.07896040202148513,0.19270771635404793,0.031728223509872366
0.2604749290451682,0.24825014669788226,0.2532492932819268,0.3401448445418752,0.2937709247591488,0.05790771599208111,0.07557369486844767,0.16863261082279524,0.029447092419873533
0.25660162840703526,0.248632141348489,0.23369057988546504,0.34592483069015967,0.26867620853840446,0.052116254555655384,0.08244775492840506,0.18321674823384504,0.029986818886704736
