Hypsometric_Index,Area,Zmed,Slope,Aspect
1.602936297806501e-06,0.0005882576942345397,0.49935912443979724,7.841993877266695e-06,0.0003413172980623047
7.980390764550371e-06,0.0002659527166558595,0.5394860246467466,-2.278235027297626e-07,0.0006288958472506767
1.6574577955341674e-05,0.000322284828075281,0.5207158046710141,2.3491805593689463e-05,0.00017681625605647788
9.119507238475322e-06,0.0009689481422673341,0.6045537284764122,1.2206940654180265e-05,0.00011516581591819453
1.0033568493716949e-05,0.0008829440718820525,0.7658697422039993,-1.2455685864165567e-05,0.0009572329883071884
1.818972435907451e-05,0.0010652987154782245,0.6125916901565347,9.592933702284867e-06,0.00011513587108280543
7.715784717809981e-07,-8.777729650122357e-05,0.46021711015883193,-1.1415926525204512e-06,1.0995907198330102e-05
1.4624700380605482e-05,0.0008391701812111574,0.6515923004732607,3.667803569828987e-05,8.364706642405295e-05
7.284835470633411e-06,0.0007336174887307978,0.4823799416573984,1.1082112666316313e-05,0.00022698500528750554
2.385725096254454e-06,0.0009765038359644818,0.4760166272707531,2.7070325746558765e-06,0.00047001681512748306
1.0242009129801666e-05,0.00043905226289386867,0.6301322477009206,1.5709108930228588e-05,0.0005246417248833124
4.510359319587209e-06,-4.996197751516718e-06,0.4249507054342163,-2.0482190463799732e-05,-4.27307743715577e-05
2.045193343125362e-06,0.0011410751624451043,0.5873737910056278,6.908736159605411e-06,-9.420999952514109e-05
4.772723652513022e-06,0.0004937903420338952,0.5872974578902621,9.382835836735381e-06,-6.0805062116364716e-05
7.200349802172212e-06,0.0006419173743198447,0.674197213484663,-2.306468354196234e-05,0.000163126900981303
4.637801730211777e-06,0.0005499194036658883,0.46912647025795606,6.919567085317269e-06,3.314295543477286e-05
1.4228876695221437e-05,0.0007492750373490065,0.6445545921965696,3.264491287391369e-05,8.062107886053216e-05
3.0056805017109056e-06,0.0005781190075243581,0.5843707390096529,1.91458062192007e-05,-0.00013600545476599724
8.60466760577161e-06,0.000603202558871474,0.5545348873395484,4.212412535120613e-06,0.00028496287813895016
1.664657854671958e-05,0.0009885295176835784,0.7431667090866549,2.423813913621231e-05,-0.0003709723059793779
3.907165663674661e-06,0.000748757378097098,0.6176730991341399,-1.1966717746503264e-05,-9.979439577134652e-05
2.1772727715307916e-05,0.0003044609213295191,0.8088829075656632,3.864481260107411e-06,0.00033583877299636633
1.5809531847432723e-05,0.0006272189698487418,0.4606126439684066,3.229257243342332e-05,-0.0003493262192614255
4.694971308838447e-06,0.0007836467543907988,0.42014835231177283,2.71427976668015e-05,-1.4218639058927174e-05
9.71974392283137e-06,-0.00011743873570058128,0.41499264509948564,6.841151497405384e-06,-0.0001978787583679642
1.301643590623236e-05,0.0011095417664640506,0.6981167019819379,1.4010653338614176e-05,7.802970936932052e-05
4.993085460869295e-06,0.0005150072766012537,0.49730596751039613,3.540638378263239e-06,0.0014894987505462698
1.3153576648661236e-05,0.00019293177870394196,0.5826028637507723,2.2009601750139218e-05,2.6004025003301123e-06
9.278322796513194e-06,0.0006780769605427839,0.4780859829243149,2.2525722850108565e-05,0.000338168293290142
4.853673894356092e-06,6.358396148398171e-05,0.5641896555958503,4.139809283154605e-07,7.811949648628413e-05
7.01805197078631e-06,0.0009605803684610281,0.5355787035225466,2.0095075746628943e-05,-0.00012711601155890317
1.6785411470543465e-05,0.0010311490693423186,0.7534425655558075,2.9387653171175643e-05,0.0007756355491391753
1.055700572016871e-05,0.0007524487144675573,0.5971845170625434,1.0402973238954338e-05,-0.00018189255072853516
1.206123957009364e-05,0.0005647598450401192,0.5367106081198796,-3.502859402537695e-08,6.963535184334457e-05
9.301136753459005e-06,0.0011962039938310243,0.544967084602155,1.2209438604138256e-05,-0.00028967993212303256
4.4575380692135624e-06,-0.00026905297459456357,0.3020301130075551,-3.877117920270123e-06,0.0003508500966666883
1.532172919416208e-05,0.0003987222340480212,0.6298235539844197,3.557166947087964e-05,5.925627532332722e-05
1.0224658916535567e-05,0.0005548867197073815,0.6410122031545411,1.8256907060476557e-05,-0.00034226660044867074
1.4055251344013975e-05,0.0005894710896626743,0.7835974479682055,1.2265463386618158e-05,0.000584777964885097
7.183870561755512e-06,0.0007514852375587466,0.5094296223839982,-5.02104145394533e-06,0.0006053413203542801
-2.8004588759067417e-07,0.0005072745724918892,0.414502647384964,7.4989718121809545e-06,0.0007858683429252666
1.3541719457776935e-05,0.001180252266183901,0.8156763026381977,1.4858579411303197e-06,0.00034801243416282546
8.979081728144322e-06,0.0005112282097495813,0.5632122572102716,3.8080813815621894e-06,-0.00019310304770991937
1.7933465562558482e-06,0.0005410116720843128,0.5526366468155186,2.511364440405117e-06,0.00011109543879272987
1.2500264543802153e-05,0.0008844091437969492,0.5270786490550854,-2.0158186206931106e-06,0.00024251273794950734
7.229218506821233e-06,0.000404382215611232,0.4035011329489615,4.8489125331618865e-06,-0.0006182197280822921
6.984297436063436e-06,0.00029437537730914176,0.5625133839501908,4.228148338114579e-06,0.0007625222294181944
1.064376262616129e-05,0.0008485169317721253,0.668934051717555,1.4557937413894884e-05,0.0006806924690636595
1.0196445964338885e-05,0.0004282144322887982,0.536536202692441,9.836493890080789e-06,0.0004886559386452216
1.537835697118517e-06,0.00011731836804607099,0.3935595844268396,-2.3192512865755077e-06,-0.00032042496097473006
1.3365233506479335e-05,0.00089900944045751,0.7151983396912129,-1.1759068152539243e-07,0.0009086841410260726
1.0839789836958325e-05,0.0008107462357735962,0.6262934280140768,5.551590375185711e-06,0.00022038441442828738
7.3314305344407416e-06,0.0006111244223707679,0.671643220600302,2.4277821469742555e-05,2.4131195200394195e-05
1.4538794896656881e-05,0.0008820670469553704,0.5530659920600685,-5.423052989006472e-06,-4.090487442842683e-05
1.0981087593897598e-05,0.0005432726818457301,0.5600949268650968,-3.132502805414106e-05,-0.00034079391348407206
1.2446655244024996e-05,0.0006050607015956055,0.6627008095968978,1.0727979131597287e-05,0.00019629125076492393
8.41170543786074e-06,0.00034234456189763396,0.5212164729807185,-8.235149654645113e-06,0.0005569927838768862
6.7090393386370906e-06,0.0002889985021348185,0.5694098403251542,2.7357611795952863e-06,0.0008264131588304746
6.33246318759717e-06,0.000500569837763476,0.43717400000026085,7.76710705840955e-06,0.00029976113006680016
2.353921244480084e-06,4.4486566741053224e-05,0.4172061637789235,3.4496608204426238e-06,-1.6501763950849124e-05
1.2844390769539693e-05,0.001099692369917138,0.7851143905036655,-1.5734951043233636e-06,0.0004570207230368828
9.738530972303039e-06,0.0003930488181248526,0.37991854687956184,1.8243987050858834e-05,1.766587884610704e-05
1.5011947102072654e-05,0.000511775276648252,0.6006538873391423,4.016520824390302e-05,-0.00014612409648173674
1.4913080315648308e-05,0.0010878804622954652,0.7220651636429876,2.0073464576553235e-05,9.217262845595542e-05
1.5398174163294698e-05,0.0005669097359635167,0.7019344367242926,-1.249337166930875e-05,0.00017144256636980604
7.743437003049358e-06,0.0005639214152027838,0.5233669767562279,1.9918927413486998e-05,-0.00011655627858320194
-2.1443028801471087e-06,0.0007128086941966538,0.35880286923795235,7.88847420474248e-06,-0.0002047640432211173
-2.0325672283050267e-06,0.0005214018248905772,0.428161379231752,-6.379921547949863e-06,-9.862143294570025e-06
7.29644121788553e-06,0.0003194168332584235,0.5192782520458028,2.6375022171842843e-06,0.00014325620432042996
5.089087205645271e-06,0.0006358821389478297,0.4951916183214089,-6.3143625154138405e-06,-0.000571905527715133
2.9709325527482733e-06,6.223561426821345e-05,0.3836483286719985,1.9799697490885393e-05,-9.73144263050063e-06
1.8734452632562792e-05,0.0001320521793627405,0.6029438419422031,7.800140203295669e-06,0.00010673790867610222
6.630559852505158e-06,0.0006129469711392277,0.6013951611278929,2.021250569628208e-05,-0.0008509812688405338
3.4444161669533457e-06,-0.0001613595290547165,0.5739581740375594,-1.4632737230013682e-05,4.107743144610154e-05
1.1864976033781893e-05,0.0004767716277420675,0.6122951189660726,1.3739530037026881e-05,-4.838462618561579e-05
-5.7813977358822655e-06,0.0004187820772061368,0.35477907406936104,-3.1903571996449998e-06,-0.0001398478873299025
9.322328331506924e-06,0.00047600141894821313,0.5162206825462972,2.062149676429481e-05,-0.00035206846777535716
4.342918943356366e-06,0.000525044606565328,0.4876469233788203,1.9021759245507752e-06,0.00015503903111457884
3.7555962221214045e-06,0.00047667503846260395,0.656628225658116,1.3220301706584614e-05,8.875284679965567e-06
6.5825323637414e-06,0.0005296535544719871,0.6186936183713487,-2.2349650901865026e-05,0.000788322214632764
1.3124844946643677e-05,0.0010375045252657422,0.6383577956301472,-6.262501553999655e-06,0.00047883232530887554
1.546885209779969e-05,0.001608306594862996,0.6479497155619374,1.797514490253782e-05,0.00019427211379741127
7.631097014626498e-06,0.0005252137758789965,0.6667384271617129,9.103074219085627e-06,0.00027503768940395634
1.7864141091950003e-05,0.0007640664130497132,0.6032419621928564,-1.0904687108737043e-05,-0.00033117562632845043
1.5642960700668063e-05,0.0004917576774781107,0.653544014540701,1.1211482450312893e-05,0.0002466344504125084
-4.519957845450229e-06,0.00027772651488155997,0.5268988000224257,-5.294260083665847e-07,-0.00030947885489773785
8.674329163849137e-06,0.00029694653870504517,0.5144726445357606,2.485582427658173e-07,0.00017583502757823055
5.072499859704038e-06,0.0007093793834421769,0.5362206299249208,1.005471636672528e-05,0.00012055236308139428
2.0667365130400128e-07,0.0005267579477570283,0.5201802273008183,-9.042841457862494e-07,-4.7826044361265474e-05
-6.666509156927347e-07,0.00038351032539751806,0.49754782705791634,-1.0678333766889203e-05,0.0005955324129416351
1.0779846088215805e-05,0.00011595065440228591,0.5718409886379203,1.3047939660504326e-05,-0.00016105800217325328
6.681259784424576e-06,0.0007693299513455987,0.49327051514159104,3.520090330777492e-05,0.0005167171758024836
6.9403133775569614e-06,0.0007269890187295847,0.524317927710678,2.733945098443158e-05,0.00015358785090890947
2.8901433517525277e-06,0.00021014949187780907,0.5187590856410533,-1.4427279417028593e-05,-0.0002558734837764254
3.949172008521629e-06,0.0006858713529750426,0.6186532719643023,-1.319642309649538e-05,-0.00018536840917260378
1.6498560453825917e-05,0.00045913810920694687,0.6103196535696689,-3.6870060908800184e-06,0.00013307848922505805
1.3642962249149626e-05,0.0005658663087727556,0.48938862016294404,3.642802731007588e-05,-0.00011009995780331128
2.4638336888482826e-06,0.00022701760284249417,0.5622910210707648,3.841249961444859e-06,0.000652101837762098
1.2852004501295866e-05,0.0004752151434385121,0.5262733734134435,1.806228013090383e-05,6.377355038633681e-05
-5.604155428051705e-06,0.00039467494840306205,0.330412117082002,-2.901387562315172e-06,0.00018728463323369748
